comp_name,comp_type,comp_size,region,city,Salary,contract,exper,gender
شركة تقنية الدواجن والألبان للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,7000,Full Time,0,both
شركة تقنية الدواجن والألبان للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,F
شركة مصنع وائل حسن فارسي للغازات الصناعية شركة شخص واحد,Private company,Small class B,almadinat almunawara,AL MADINA...,4500,Full Time,0,both
شركة مصنع وائل حسن فارسي للغازات الصناعية شركة شخص واحد,Private company,Small class B,almadinat almunawara,AL MADINA...,4500,Full Time,0,both
شركة مصدر الحياة للصناعات الغذائية,Private company,Great,Riyadh,AR RIYADH...,5500,Full Time,0,both
شركة مطعم بيت الشاورما لتقديم الوجبات,Private company,Medium class C,Riyadh,AR RIYADH...,4000,Full Time,0,F
مركزالمقاصد للاستشارات الاقتصاديه,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,2,F
شركة المصنع السعودي لمستلزمات  الشبكه الهاتفيه والكهربائيه,Private company,Medium class B,Riyadh,AL MUZAHI...,5500,Full Time,2,M
مركزالمقاصد للاستشارات الاقتصاديه,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,0,F
شركة المصنع السعودي لمستلزمات  الشبكه الهاتفيه والكهربائيه,Private company,Medium class B,Riyadh,AL MUZAHI...,8000,Full Time,2,M
مدرسةشروق المملكة العالمية لصاحبها ماجد الربيعان,Private company,Medium class B,makkah,AT TAIF...,4000,Full Time,2,M
مؤسسة تشييد الدمام للنقليات,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,5000,Full Time,2,M
شركة أبعاد الأغذية التجارية,Private company,Small class B,almintaqat alsharqia,DHAHRAN...,6000,Full Time,2,M
مقهى ذات الشعر الأحمر لتقديم المشروبات,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,both
جمعية ريادة لبناء وتطوير القدرات الشبابية,Private company,Small class A,makkah,MAKKAH AL...,4000,Full Time,0,both
مركز الراحة للحجامة,Private company,Small class B,Al-Qassim,UNAYZAH...,7000,Full Time,2,both
شركة مطعم بيت الشاورما لتقديم الوجبات,Private company,Medium class C,Riyadh,AR RIYADH...,5000,Full Time,0,F
مؤسسة البيدر لتقديم الوجبات,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,both
مؤسسة هوى لبنان لتقديم الوجبات,Private company,Small class B,almadinat almunawara,YANBU...,4000,Full Time,0,F
شركة مجوهرات الكوهجي المحدودة,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,12000,Full Time,4,both
مؤسسة ربيع محمد صلاح الدين معاد للتجارة,Private company,Small class A,makkah,JEDDAH...,4900,Full Time,0,M
مؤسسة زرقاء اليمامة للتطوير العقاري,Private company,Small class A,makkah,JEDDAH...,7000,Full Time,2,both
مؤسسة مكعبات الإستثمار للمقاولات,Private company,Small class B,makkah,MAKKAH AL...,4000,Full Time,2,both
شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,Private company,Great,Riyadh,AR RIYADH...,5000,Full Time,4,M
شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,Private company,Great,Riyadh,AR RIYADH...,7000,Full Time,4,both
مؤسسة اسياف لتقديم المشروبات,Private company,Small class A,makkah,AL HALQAH...,4000,Full Time,2,both
مركز نفس الطبي,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,both
شركة اساس الخيرات الزراعية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
مؤسسة نرسن للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,7000,Full Time,2,both
مؤسسة جيل طيبة للمقاولات,Private company,Medium class A,almadinat almunawara,AL MADINA...,4000,Full Time,2,M
مؤسسة جيل طيبة للمقاولات,Private company,Medium class A,almadinat almunawara,AL MADINA...,4000,Full Time,2,M
مؤسسة تسوق الغذائية التجارية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,F
شركة الفصل الخامس للتجارة,Private company,Medium class A,Asir,TANUMAH...,4500,Full Time,0,M
شركة العلاقات المميزه لتقنية المعلومات شركة شخص واحد,Private company,Small class B,Hail,HAIL...,4000,Full Time,2,F
مغاسل نسيم الفل للملابس,Private company,,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,both
مؤسسة استدامة للحلول البيئية والمقاولات,Private company,Medium class B,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,F
شركة ديالوج الجبيل لقواعد الامداد المحدودة,Private company,Medium class B,almintaqat alsharqia,AL JUBAIL...,4200,Full Time,4,M
شركة قوو للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,4,both
شركة عبدالرحمن السليمان البسام واولاده,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,5000,Full Time,0,M
مؤسسة صوادر الغروب للمقاولات,Private company,Small class B,Riyadh,AR RIYADH...,4500,Full Time,0,both
مغاسل نسيم الفل للملابس,Private company,,Riyadh,AL KHUBAR...,4000,Full Time,0,both
مؤسسة شفياء مسعود مبارك القحطاني للنقليات,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,F
مؤسسة فانس العقارية,Private company,,Riyadh,RUMAH...,4000,Full Time,0,F
شركة بوركت للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,6500,Full Time,4,F
بصمة الريادة للاستشارات الهندسية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,2,M
سعود ذيب علي القحطاني للاستشارات الإدارية,Private company,Small class A,Riyadh,AR RIYADH...,5000,Full Time,2,M
دار القياس للتجاره فرع شركة ديارات التجاريه,Private company,Small class B,Riyadh,AR RIYADH...,8000,Full Time,4,M
دار القياس للتجاره فرع شركة ديارات التجاريه,Private company,Small class B,Riyadh,AR RIYADH...,6500,Full Time,4,M
شركة الأحداث الفاخرة العقارية شركة شخص واحد,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,2,F
دار القياس للتجاره فرع شركة ديارات التجاريه,Private company,Small class B,Riyadh,AR RIYADH...,8500,Full Time,7,M
شركة الخبراء المتحدون للمحاماة والاستشارات القانونية,Private company,,Riyadh,AR RIYADH...,5000,Full Time,2,both
شركة أكواد للمصاعد,Private company,Medium class A,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,2,F
شركة الخبراء المتحدون للمحاماة والاستشارات القانونية,Private company,,Riyadh,AR RIYADH...,4000,Full Time,0,both
محل خالد سعود عبدالعزيز الرخيص للتجارة,Private company,Small class A,Hail,HAIL...,4000,Full Time,0,F
مؤسسة فاد الخليجيه للمقاولات,Private company,Great,Riyadh,MALHAM...,4000,Full Time,0,M
مؤسسة فاد الخليجيه للمقاولات,Private company,Great,Riyadh,MALHAM...,4000,Full Time,0,M
مؤسسة فاد الخليجيه للمقاولات,Private company,Great,Riyadh,MALHAM...,4000,Full Time,0,M
مكتب عبدالمحسن سالم سرحان للاستشارات الهندسية,Private company,Small class B,Riyadh,AR RIYADH...,7000,Full Time,0,M
مؤسسة فاد الخليجيه للمقاولات,Private company,Great,Riyadh,MALHAM...,4000,Full Time,0,both
مؤسسة فاد الخليجيه للمقاولات,Private company,Great,Riyadh,MALHAM...,4000,Full Time,0,M
مكتب ناصرمنصور ابراهيم الكنعاني للمحاماه,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,M
شركة دار ماضي العالمية,Private company,Medium class A,Riyadh,AR RIYADH...,5000,Full Time,2,F
شركة إرفاء المحدودة (شركة شخص واحد),Private company,,Hail,ABA AL HI...,14000,Full Time,7,both
شركة مشفي العبير الطبية المحدودة,Private company,Great,Riyadh,AR RIYADH...,7000,Full Time,0,both
شركة مشفي العبير الطبية المحدودة,Private company,Great,Hail,HAIL...,7000,Full Time,0,both
شركة مشفي العبير الطبية المحدودة,Private company,Great,Riyadh,AR RIYADH...,7000,Full Time,0,both
شركة اماكن السياحية,Private company,Medium class A,Riyadh,AR RIYADH...,5000,Full Time,2,both
صالون تشرين ثاني للتزيين النسائي,Private company,,Riyadh,AR RIYADH...,4000,Full Time,4,F
مؤسسة متطلبات الجودة للخدمات التجارية,Private company,Small class A,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,0,F
شركة الركن السويسري,Private company,Medium class C,Riyadh,AR RIYADH...,4000,Full Time,0,M
شركة بخت العرب للمقاولات العامة (شركة شخص واحد),Private company,Small class B,almadinat almunawara,AL MADINA...,4100,Full Time,2,F
مكتب ماسية الشرق للاستقدام,Private company,Medium class B,Najran,NAJRAN...,5000,Full Time,2,F
شركة أصيلة الغذائية,Private company,Small class A,Riyadh,AR RIYADH...,8000,Full Time,4,both
مؤسسة التذوق الحلو لتقديم الوجبات,Private company,,Riyadh,AL BIYAD...,4000,Full Time,0,M
شركة قار المعمار للاستشارات الهندسية,Private company,Small class A,almadinat almunawara,ABA AL BA...,4000,Full Time,0,F
شركة فخارة لتقديم الوجبات,Private company,Small class A,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,0,F
شركة فرسان المعرفة للتجارة شركة شخص واحد,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,M
مجمع ارجوان سامي بن نائف العتيبي الطبي,Private company,,Riyadh,AL KHARJ...,4000,Full Time,0,F
مجمع الرؤية الطبي,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,2,F
مؤسسة ريان سعد عواد الدهام للحلويات,Private company,,Riyadh,AR RIYADH...,4500,Full Time,2,M
مكتب سلطان مطلق غيلان العتيبي للخدمات التجارية,Private company,Small class A,Riyadh,AR RIYADH...,5000,Full Time,2,F
شركه شرز للتجاره والمقاولات المحدوده,Private company,Small class B,Riyadh,AR RIYADH...,4500,Full Time,0,both
مجمع الرؤية الطبي,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,2,F
شركة عبدالعزيز عبدالله المهنا للتجاره,Private company,Small class B,Riyadh,AR RIYADH...,5500,Full Time,0,both
شركة نجمة العالم للتجارة,Private company,Medium class A,almintaqat alsharqia,AD DAMMAM...,4521,Full Time,0,both
خالد عوض الجوهي للمقاولات,Private company,,Riyadh,HAFIRAT N...,4500,Full Time,0,both
جمعية حماية الاسرة الخيرية,Private company,Small class B,Al-Qassim,AS SAFRA...,4000,Full Time,2,F
شركة اليقين المحدودة شركة شخص احد,Private company,Small class B,almadinat almunawara,AL MADINA...,4000,Full Time,0,both
شركة نخبة الأركان العقارية (شركة شخص واحد),Private company,Small class A,Riyadh,AL BIDI'A...,4500,Full Time,0,both
مؤسسة شفياء مسعود مبارك القحطاني للنقليات,Private company,Small class A,Riyadh,AR RIYADH...,6500,Full Time,0,F
شركة اراك الخليج للتشغيل والصيانة شركة شخص واحد,Private company,Small class A,Riyadh,AR RIYADH...,4500,Full Time,2,both
مكتب هندسي عبدالمحسن سالم موسى سرحان,Private company,Small class B,Riyadh,ABA ASLAB...,7000,Full Time,2,M
مجمع ابتسامة العائلة الطبي,Private company,,Riyadh,AR RIYADH...,5000,Full Time,0,both
شركة فيض الغذاء المحدودة شركة شخص واحد,Private company,Small class B,makkah,JEDDAH...,4200,Full Time,2,M
شركة روافد الصحة العالمية(شركة شخص واحد),Private company,Medium class A,Riyadh,AR RIYADH...,6000,Full Time,2,F
شركـة ذوق للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,5556,Full Time,0,F
شركة نمو للبحوث والدراسات (شركة شخص واحد),Private company,Small class A,Riyadh,AR RIYADH...,5000,Full Time,2,both
